	ios_all_ratings	ios_current_ratings	ios_file_size	android_avg_rating	android_file_size	android_ratings_1	android_ratings_2	android_ratings_3	android_ratings_4	android_ratings_5	android_total_ratings
21-07-16 19:20	108886.0	7231.0	110	3.9	58.0	206305.0	73640.0	122554.0	174065.0	757714.0	1334278.0
21-07-16 19:30	108886.0	7231.0	110	3.9	58.0	206305.0	73640.0	122554.0	174065.0	757714.0	1334278.0
21-07-16 19:40	108886.0	7231.0	110	3.9	58.0	206305.0	73640.0	122554.0	174065.0	757714.0	1334278.0
21-07-16 19:50	108886.0	7231.0	110	3.9	58.0	206305.0	73640.0	122554.0	174065.0	757714.0	1334278.0
21-07-16 20:00	108886.0	7231.0	110	3.9	58.0	207257.0	73972.0	123459.0	175799.0	764122.0	1344609.0
21-07-16 20:10	108886.0	7231.0	110	3.9	58.0	207257.0	73972.0	123459.0	175799.0	764122.0	1344609.0
21-07-16 20:20	108886.0	7231.0	110	3.9	58.0	207257.0	73972.0	123459.0	175799.0	764122.0	1344609.0
21-07-16 20:30	108886.0	7231.0	110	3.9	58.0	207257.0	73972.0	123459.0	175799.0	764122.0	1344609.0
21-07-16 20:40	108886.0	7231.0	110	3.9	58.0	207257.0	73972.0	123459.0	175799.0	764122.0	1344609.0
21-07-16 20:50	108886.0	7231.0	110	3.9	58.0	207257.0	73972.0	123459.0	175799.0	764122.0	1344609.0
21-07-16 21:00	108886.0	7231.0	110	3.9	58.0	207257.0	73972.0	123459.0	175799.0	764122.0	1344609.0
21-07-16 21:10	108886.0	7231.0	110	3.9	58.0	207257.0	73972.0	123459.0	175799.0	764122.0	1344609.0
21-07-16 21:20	108886.0	7231.0	110	3.9	58.0	207257.0	73972.0	123459.0	175799.0	764122.0	1344609.0
21-07-16 21:30	108886.0	7231.0	110	3.9	58.0	207257.0	73972.0	123459.0	175799.0	764122.0	1344609.0
21-07-16 21:40	108886.0	7231.0	110	3.9	58.0	207257.0	73972.0	123459.0	175799.0	764122.0	1344609.0
21-07-16 21:50	108886.0	7231.0	110	3.9	58.0	207257.0	73972.0	123459.0	175799.0	764122.0	1344609.0
21-07-16 22:00	108886.0	7231.0	110	3.9	58.0	207257.0	73972.0	123459.0	175799.0	764122.0	1344609.0
21-07-16 22:10	108886.0	7231.0	110	3.9	58.0	207257.0	73972.0	123459.0	175799.0	764122.0	1344609.0
21-07-16 22:20	108886.0	7231.0	110	3.9	58.0	207257.0	73972.0	123459.0	175799.0	764122.0	1344609.0
21-07-16 22:30	108886.0	7231.0	110	3.9	58.0	207257.0	73972.0	123459.0	175799.0	764122.0	1344609.0
21-07-16 22:40	108886.0	7231.0	110	3.9	58.0	207257.0	73972.0	123459.0	175799.0	764122.0	1344609.0
21-07-16 22:50	108886.0	7231.0	110	3.9	58.0	207257.0	73972.0	123459.0	175799.0	764122.0	1344609.0
21-07-16 23:00	108886.0	7231.0	110	3.9	58.0	207257.0	73972.0	123459.0	175799.0	764122.0	1344609.0
21-07-16 23:10	108886.0	7231.0	110	3.9	58.0	207257.0	73972.0	123459.0	175799.0	764122.0	1344609.0
21-07-16 23:20	108886.0	7759.0	110	3.9	58.0	207257.0	73972.0	123459.0	175799.0	764122.0	1344609.0
21-07-16 23:30	108886.0	7759.0	110	3.9	58.0	207257.0	73972.0	123459.0	175799.0	764122.0	1344609.0
21-07-16 23:40	109369.0	7759.0	110	3.9	58.0	207257.0	73972.0	123459.0	175799.0	764122.0	1344609.0
21-07-16 23:50	109369.0	7759.0	110	3.9	58.0	207257.0	73972.0	123459.0	175799.0	764122.0	1344609.0
22-07-16 0:00	109369.0	7759.0	110	3.9	58.0	208991.0	74479.0	124537.0	177363.0	771895.0	1357265.0
22-07-16 0:10	109369.0	7759.0	110	3.9	58.0	208991.0	74479.0	124537.0	177363.0	771895.0	1357265.0
22-07-16 0:20	109369.0	7759.0	110	3.9	58.0	208991.0	74479.0	124537.0	177363.0	771895.0	1357265.0
22-07-16 0:30	109369.0	7759.0	110	3.9	58.0	208991.0	74479.0	124537.0	177363.0	771895.0	1357265.0
22-07-16 0:40	109369.0	7759.0	110	3.9	58.0	208991.0	74479.0	124537.0	177363.0	771895.0	1357265.0
22-07-16 0:50	109369.0	7759.0	110	3.9	58.0	208991.0	74479.0	124537.0	177363.0	771895.0	1357265.0
22-07-16 1:00	109369.0	7759.0	110	3.9	58.0	208991.0	74479.0	124537.0	177363.0	771895.0	1357265.0
22-07-16 1:10	109369.0	7759.0	110	3.9	58.0	208991.0	74479.0	124537.0	177363.0	771895.0	1357265.0
22-07-16 1:20	109369.0	7759.0	110	3.9	58.0	208991.0	74479.0	124537.0	177363.0	771895.0	1357265.0
22-07-16 1:30	109369.0	7759.0	110	3.9	58.0	208991.0	74479.0	124537.0	177363.0	771895.0	1357265.0
22-07-16 1:40	109369.0	7759.0	110	3.9	58.0	208991.0	74479.0	124537.0	177363.0	771895.0	1357265.0
22-07-16 1:50	109369.0	7759.0	110	3.9	58.0	208991.0	74479.0	124537.0	177363.0	771895.0	1357265.0
